"URN","Text"
"URN:NBN:no-nb_digavis_nordlys_null_null_20220211_0_35_1","Dagens samepolitikk er i det samme sporet som under Alta-aksjonen, og politikken er i en konstant krigsmodus der ethvert"
"URN:NBN:no-nb_digavis_nordlys_null_null_20220211_0_35_1","Dagens samepolitikk er i det samme sporet som under Altaaksjonen, og politikken er i en konstant krigsmodus der ethvert"
"URN:NBN:no-nb_digavis_avvir_null_null_20220513_15_92_1","p j& F l / -"" A p i e) t a Fra Altasaken til Sametinget |- PPo A , i--g A T i eee"
"URN:NBN:no-nb_digavis_avvir_null_null_20220513_15_92_1","— r å j eRR Le P 33[ — fr mme opp Alta-Kautokeinovassdraget f - | å -...'.'I- | ne É Å 3 .."
"URN:NBN:no-nb_digavis_nordlys_null_null_20220212_0_36_1","F irudag Bl tennar 2002 NORDLUS samepolitikk, ' utspring Altasaken, i dårlig dagens 'utfordri'nger Det lenge siden 198 W:/ :"
"URN:NBN:no-nb_digavis_nordlys_null_null_20220212_0_36_1","inier (Somud ttmert, ruldgere em Bekthunesv Samepoliukxens. sppstandelse Altasaken var enpeitskstrd an MSD —— på 3372 og Jegnnelenav Sy8$>-talket"
"URN:NBN:no-nb_digavis_hammerfestingen_null_null_20220119_12_3_1","for eksempel vil lære mer om historien til Sametinget, Altasaken, samene som urfolk og fornorskningspolitikken. Flere steder er med"
"URN:NBN:no-nb_digavis_nordsaltenavis_null_null_20220211_27_6_1","interesser som en særinteresse slik det var i Norge før Altasaken. Legger man den skranken til grunn, vil det bidra til"
"URN:NBN:no-nb_digavis_kronstadposten_null_null_20221007_13_38_1","sjøsamisk historie-og kultur, handel i Alta, Altaelva og laksefiske, Altasaken og mye mer. – Utstillingen går gjennom de ressursene"
"URN:NBN:no-nb_digavis_innherredverdal_null_null_20221115_8_133_1","i favør av samene på Fosen. Høyesterettsdommen i 1982 i Altasaken, ble umiddelbart kommentert av den politiske ledelsen i"
