"URN","Text"
"URN:NBN:no-nb_digavis_morgenbladet_null_null_20230303_204_9_1","troverdighet, noe jeg synes ville være synd. Alta-saken var et skille Alta-saken var et tydelig skille i hvordan norsk presse"
"URN:NBN:no-nb_digavis_morgenbladet_null_null_20230303_204_9_1","som startet denne uken. Den første, som begynte med Alta-aksjonen for mer enn 40 år siden, dreide seg om å"
"URN:NBN:no-nb_digavis_morgenbladet_null_null_20230303_204_9_1","fremkalle sterke visuelle og følelsesmessige referanser til Alta-aksjonen. Bildene av Isaksen har kjempestor betydning for hvor stor"
"URN:NBN:no-nb_digavis_morgenbladet_null_null_20230303_204_9_1","med boller. En mann setter på en Kine Hellebust-låt om Alta-aksjonen på en liten høyttaler, tramper takten med foten og"
"URN:NBN:no-nb_digavis_morgenbladet_null_null_20230303_204_9_1","D enne beskjeden ga politiet til demonstranter under Altaaksjonen for mer enn 40 år siden. Demonstrantene etterkom ikke"
"URN:NBN:no-nb_digavis_morgenbladet_null_null_20230303_204_9_1","kjede får du da? 16. I hvilket år kom Alta–Kautokeinovassdraget i drift? Vi godtar tre års slingringsmonn. 17. Hva"
"URN:NBN:no-nb_digavis_morgenbladet_null_null_20230303_204_9_1","z I 1968 la staten frem planer om utbygging av Alta–Kautokeino-vassdraget. Planene ble kritisert for å ikke ta hensyn til"
"URN:NBN:no-nb_digavis_morgenbladet_null_null_20230303_204_9_1","verneinteressene seg i Folkeaksjonen mot utbygging av Alta/Kautokeino-vassdraget. 15 000 underskrifter mot utbyggingen ble oversendt"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20230312_164_60_1","Leve» har nylig gitt norske kinogjengere et gjensyn med Alta-saken. For noen kom påminnelsen kanskje litt for sent. Norske"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20230312_164_60_1","Alta-kampen til Fosen-kampen. Fosen-saken handler, akkurat som Alta-saken (1968-1982), om samisk naturtap. Men Alta-kampen handlet også"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20230312_164_60_1","men har norsk samepolitikk rikket seg særlig mye siden Alta-saken? Tålmodighetskrisen: 40 år med tapte sjanser? Alta-saken ble avsluttet"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20230206_55_31_1","glemmes på samenes nasjonaldag. Vår felles virkelighet VENDEPUNKTET: Alta-saken på 1970-80-tallet kom til å markere et skifte i forholdet"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20230206_55_31_1","Det kan ikke glemmes på samenes nasjonaldag. VENDEPUNKTET: Alta-saken på 1970-80-tallet kom til å markere et skifte i forholdet"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20230206_55_31_1","som først i vår tid er forsøkt forsonet. Vendepunktet Alta-saken på 1970-80-tallet kom til å markere et skifte i forholdet"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20230206_55_31_1","OG 5 SIDE 6 OG 7 SAMISK OPPRØR KRINGLA HEIMSINS Alta-aksjonen i 1979 markerer et vendepunkt i forholdet mellom samene"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20230206_55_31_1","Steinsland. SIDE 10 OG 11 SAMISK OPPRØR KRINGLA HEIMSINS Alta-aksjonen i 1979 markerer et vendepunkt i forholdet mellom samene"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20230206_55_31_1","flagget og håper at 2023 blir et nytt vendepunkt, slik Altaaksjonen var det i 1979. Lihkku beivviin! Knut Gjerseth Olsen"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20230206_55_31_1","den samiske kampen mot utbygningen av vannkraftverk i Alta-vassdraget rundt tiårsskiftet 1970/80. En kamp som føles usedvanlig dagsaktuell"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20231018_138_242_1","MIKKEL BERG-NORDLIE Historiker og frivillig under Fosen-aksjonene Etter Alta-saken ble det etablert et nytt system for å håndtere forholdet"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20231018_138_242_1","Jeg fortalte om hvordan det gamle systemets store krise, Alta-saken (1968–1982), tvang fram et nytt system. En samisk opplevelse"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20231018_138_242_1","Systemet for konfliktbehandling som var blitt etablert etter Alta-saken, var nemlig basert på tillit. Tillit til at å få"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20231018_138_242_1","som knekket tilliten. I 1982 falt Høyesteretts dom i Altasaken: Utbygginga var lovlig. Folkeaksjonen mot utbygging ble"
"URN:NBN:no-nb_digavis_itromso_null_null_20230118_125_15_1","Alta-aksjonen. Jeg er vokst opp i Tana, der historiene om Alta-saken ble fortalt på skolen og i hjemmene til venner. Jeg"
"URN:NBN:no-nb_digavis_itromso_null_null_20230118_125_15_1","fikk en lignende «oppreisning». Det var på høy tid. Alta-saken har da heller ikke vært en forbigått hendelse i norsk"
"URN:NBN:no-nb_digavis_itromso_null_null_20230118_125_15_1","det ikke hadde vært feil å dra mer på heller. Alta-saken var riktig nok en ikkevoldelig aksjon, men det var ikke"
"URN:NBN:no-nb_digavis_itromso_null_null_20230118_125_15_1","det bra at det ikke skulle ta like lang tid før Altasaken (som pågikk i perioden 1968-1982, så det er jo «bare»"
"URN:NBN:no-nb_digavis_itromso_null_null_20230118_125_15_1","faktisk ferdig med først i forrige uke. planene om utbygginga av Alta – Kautokeino-vassdraget ble lagt fram i 1968, men to"
"URN:NBN:no-nb_digavis_itromso_null_null_20230118_125_15_1","storsal i Fokus kino. Det er ikke rart. Akkurat som at Alta-aksjonen handlet om så uhorvelig mye mer enn bare ei elv"
"URN:NBN:no-nb_digavis_itromso_null_null_20230118_125_15_1","plass og viktig. Mye av dette kan linkes tilbake til Alta-aksjonen og den kollektive bevisstgjøringen som startet for fullt"
"URN:NBN:no-nb_digavis_itromso_null_null_20230118_125_15_1","TIPS  Filmaktuelle Ole og Ella Marie: at Alta-aksjonen ikke handlet 18 ONSDAG 18. JANUAR 2023 ITROMSØ kultur"
"URN:NBN:no-nb_digavis_itromso_null_null_20230118_125_15_1","med først i forrige uke. planene om utbygginga av Alta – Kautokeino-vassdraget ble lagt fram i 1968, men to år før"
"URN:NBN:no-nb_digavis_itromso_null_null_20230118_125_15_1","i styret i Folkeaksjonen mot utbygging av Alta – Kautokeino-vassdraget. Derfor har jeg vokst opp med huset fullt av"
"URN:NBN:no-nb_digavis_sagat_null_null_20230125_67_18_1","at hun også føler hun står i lignende kamper som Alta-saken. – Vi venter på en rapport fra Sannhets og"
"URN:NBN:no-nb_digavis_sagat_null_null_20230125_67_18_1","Som mange andre altaværinger så har hun vokst opp med Alta-saken, og med en far som var engasjert i Naturvernforbundet, ble"
"URN:NBN:no-nb_digavis_sagat_null_null_20230125_67_18_1","er lov å føle. – For sa me ne hand let Alta­saken ikke bare om å be va re el va, det ut"
"URN:NBN:no-nb_digavis_sagat_null_null_20230125_67_18_1","Berit Anne, som hadde slektninger og bekjente som deltok i Alta-aksjonen. Iver Máhtte har sett dokumentarer og jobbet med saken på"
"URN:NBN:no-nb_digavis_sagat_null_null_20230125_67_18_1","kinosal på Aurora kino i Alta. Derås, som var med på Alta-aksjonen fra første stund, sa at nederlaget føltes tungt. Han snakket"
"URN:NBN:no-nb_digavis_sagat_null_null_20230125_67_18_1","HEITMANN Foran lavvoen, som ble beslaglagt av politiet under Alta-aksjonen, forærer gammeldemonstrant Kjell Derås på vegne av Naturvernforbundet"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","dom i Fosen-saken. På bakgrunn av politiaksjonene i Alta-saken karakteriserer Øygard nyhetene mandag morgen som tragiske og"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","Giæver synes dagens Fosen-sak har flere likhetstrekk med Alta-saken for over 44 år siden. – At den har likheter opplever"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","husker feil er dette det største samiske opprøret siden Alta-saken. Og, det kan fort bli en ny «Alta-sak». Når det"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","en marginalisert minoritet. Identitetspolitikken og aktivismen etter Alta-utbyggingen har fått store konsekvenser for Finnmark fylket. Ikke bare"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","skuldrene til generasjonene foran som aksjonerte mot utbyggingen av Alta-Kautokeinovassdraget. Vi Leserinnlegg sendes til: redaksjonen@altaposten.no Ella"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","nok mer realiteter i dette i dag enn da utbyggingen av Altaelva skulle avgjøres, men vi har et veldig godt, trygt"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","til “La elva leve”, mener Fosen-saken minner sterkt om Altaaksjonen. (Arkivfoto: Jørn Mikael Hagen) – Filmen har flere likhetstrekk"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","mener Fosen-saken har flere paralleller og historielinjer til Altaaksjonen. nen, som var en politisk strid på 1970-tallet og begynnelsen"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","Norge. Jeg har sett enormt mange historiske bilder fra Altaaksjonen, og flere av disse føles likt med dagens situasjon, det"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","til generasjonene foran som aksjonerte mot utbyggingen av Alta-Kautokeinovassdraget. Vi Leserinnlegg sendes til: redaksjonen@altaposten.no Ella Marie"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","gjenlevende i styret for Folkeaksjonen mot utbygging av Alta-Kautokeinovassdraget. Nå vil Suhr redde miljøet og reindriftens arealbehov med"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230303_55_27_1","sier den tidligere aksjonistlederen under kampen om Alta/Kautokeinovassdraget. Til Altaposten viser han til mange likheter mellom aksjonen"
"URN:NBN:no-nb_digavis_dagensnaeringsliv_null_null_20230301_134_51_1","for noen få individer, sier Ulltveit-Moe. – Minner om Alta-saken Ulltveit-Moespartikollega,KristoferRobin Haug, mener derimot at regjeringen bør"
"URN:NBN:no-nb_digavis_dagensnaeringsliv_null_null_20230301_134_51_1","reindriftssamene. Dette minner om Altasaken, sier Ulltveit-Moe. Alta-saken var en årelang konflikt på 70- og 80-tallet, der samer"
"URN:NBN:no-nb_digavis_dagensnaeringsliv_null_null_20230301_134_51_1","arealet ble satt av for reindriftssamene. Dette minner om Altasaken, sier Ulltveit-Moe. Alta-saken var en årelang konflikt på 70-"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230121_0_18_1","om hvor galt det kan gå uten dialog og respekt. Alta-saken er en åpen lærebok der alle kan slå opp. Også"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230121_0_18_1","%Wig m i , E ÆÅ A LED T L Pr X ALTA-SAKEN: Aksjonister ved nullpunktet i Stilla, der miljøvernere og samiske"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230121_0_18_1","Alta-Kautokeino elva. Dette er en usann begrunnelse for opprøret. alTa-saKEN Kjell B. Mortensen Tromsø Usann, og ikke uriktig, fordi dette"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230121_0_18_1","Finnmark fylkes elektrisitetsforsyning i Vadsø i oppdrag å utrede Alta-Kautokeinovassdraget for kraftutbygging. Oppdraget ble gitt av sentrale myndigheter"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230121_0_18_1","PROTESTERTE: Demonstrasjonsleir foran Stortinget mot utbygingen av Alta-Kautokeino-vassdraget i oktober 1979. «La elva leve» – en film"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230121_0_18_1","av alternativene som ble utredet var utbygging av Alta-Kautokeino vassdraget med kraftstasjon i Savtso. Dette alternativet innebar enten"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230121_0_18_1","aktivister lenket seg sammen for å hindre utbygingen av Alta-vassdraget. Foto: NTB «Der tiltrængtes et blad som vil være en"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230208_110_22_1","krevde rettigheter, som de f.eks. gjorde i forbindelse med Alta-saken. Det er Heller ikke vanskelig å forstå alle dem som"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230208_110_22_1","dager lang rettssak i Vestre Finnmark tingrett i Alta. Saken er en boligtvist der selskapet FG Bygg AS med"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230208_110_22_1","portretterer noen av dem som sto opp i forbindelse med Altasaken. Filmen er selvfølgelig godt egnet til å belyse"
"URN:NBN:no-nb_digavis_helgelandsblad_null_null_20230206_119_16_1","krevde rettigheter, som de f.eks. gjorde i forbindelse med Alta-saken. Det er heller ikke vanskelig å forstå alle dem som"
"URN:NBN:no-nb_digavis_helgelandsblad_null_null_20230206_119_16_1","4 Z ; p j f eA på kino FAKTA Alta-saken I Alta-saken var en politisk konflikt fra rundt 1968 til 1982,"
"URN:NBN:no-nb_digavis_helgelandsblad_null_null_20230206_119_16_1","portretterer noen av dem som sto opp i forbindelse med Altasaken. Filmen er selvfølgelig godt egnet til å belyse"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230111_121_9_1","er en aksjonsform som blir stadig mer utbredt. Og Alta-saken på 1970-og 80-tallet er den største sivil ulydighet-aksjonen i"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230111_121_9_1","ret- jeg tror denne stor betydning. en aksjons- stadig mer Alta-saken på største Nor- vende- rettighetskamp. den de er, og jeg"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230111_121_9_1","daværende statsminister Gro Harlem Brundtland innrømmet at Alta-utbyggingen var et feilgrep. – Tilbakemeldingene jeg har fått i"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230111_121_9_1","Marie Hætta Isaksen, artist og skuespiller Hard kamp Utbyggingen av Alta-og Kautokeino-vassdraget på 1970- tallet ble en av de"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230111_121_9_1","identitet før hun blir engasjert i kampen mot utbyggingen av Alta-vassdraget. – Hvordan var det å spille i denne filmen?"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230111_121_9_1","hver karakter noe Politiet bærer bort demonstranter mot utbyggingen av alta- Kautokeinovassdraget i januar 1979. Foto: Per Løchen/nTB"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230111_121_9_1","millioner kroner i produksjonsstøtte fra Norsk filminstitutt. – Alta-aksjonen er en del av min familiehistorie. Faren min satt i"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230111_121_9_1","Politiet bærer bort demonstranter mot utbyggingen av alta- Kautokeinovassdraget i januar 1979. Foto: Per Løchen/nTB 5 T A"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230111_121_9_1","under vann i de opprinnelige planene for utbygging av Alta-vassdraget på 1970-tallet. jeg kjenner igjen fra mitt eget liv, sier"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230111_121_9_1","før hun blir engasjert i kampen mot utbyggingen av Alta-vassdraget. – Hvordan var det å spille i denne filmen? – Det"
"URN:NBN:no-nb_digavis_agderposten_null_null_20230302_150_52_1","FNs menneskerettighetserklæring, på spill. I motsetning til i Alta-saken, har Høyesterett slått fast at vindkraftutbyggingen på Fosen"
"URN:NBN:no-nb_digavis_agderposten_null_null_20230302_150_52_1","samisk språk og kultur og Sametinget til. * Lærdommen fra Alta-saken burde vært at domstolenes avgjørelser ikke kan forskutteres"
"URN:NBN:no-nb_digavis_agderposten_null_null_20230302_150_52_1","og politiske rettigheter. I 1982 kom Høyesterett til at Alta-utbyggingen var lovlig. Likevel ble maktkampen en vekker i norsk"
"URN:NBN:no-nb_digavis_agderposten_null_null_20230302_150_52_1","av Gro Harlem Brundtland presset gjennom utbygging av Alta– Kautokeino-vassdraget for 40 år siden. Dagens strid om vindkraftanlegget"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230206_55_16_1","det har vært mange forsonende endringer, kanskje spesielt etter Alta-saken. Høybråten gjorde efektive grep for å slukke det nasjonale"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230206_55_16_1","rettigheter, som de for eksempel gjorde i forbindelse med Alta-saken. Det er heller ikke vanskelig å forstå alle dem som"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230206_55_16_1","portretterer noen av dem som sto opp i forbindelse med Altasaken. Filmen er selvfølgelig godt egnet til å belyse fornorskningspolitikkens"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230206_55_16_1","Alta i 1972. – Da var det fremdeles sju år til altasaken toppet seg, 17 år til Sametinget åpnet og 25 år til"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230206_55_16_1","filmfestival. – Gir ny forståelse Den norske filmen om Altasaken har artist Ella Marie Hætta Isaksen i hovedrollen. – Den"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230206_55_16_1","på dugnaden. Hvordan Ester sitt liv fortonet seg etter Altaaksjonen og hvilke konsekvenser det hadde for helsa vet vi"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230111_138_9_1","er en aksjonsform som blir stadig mer utbredt. Og Alta-saken på 1970-og 80-tallet er den største sivil ulydighet-aksjonen i"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230111_138_9_1","ret- jeg tror denne stor betydning. en aksjons- stadig mer Alta-saken på største Nor- vende- rettighetskamp. den de er, og jeg"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230111_138_9_1","daværende statsminister Gro Harlem Brundtland innrømmet at Alta-utbyggingen var et feilgrep. – Tilbakemeldingene jeg har fått i"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230111_138_9_1","Marie Hætta Isaksen, artist og skuespiller Hard kamp Utbyggingen av Alta-og Kautokeino-vassdraget på 1970- tallet ble en av de"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230111_138_9_1","identitet før hun blir engasjert i kampen mot utbyggingen av Alta-vassdraget. – Hvordan var det å spille i denne filmen?"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230111_138_9_1","hver karakter noe Politiet bærer bort demonstranter mot utbyggingen av alta- Kautokeinovassdraget i januar 1979. Foto: Per Løchen/nTB"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230111_138_9_1","millioner kroner i produksjonsstøtte fra Norsk filminstitutt. – Alta-aksjonen er en del av min familiehistorie. Faren min satt i"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230111_138_9_1","Politiet bærer bort demonstranter mot utbyggingen av alta- Kautokeinovassdraget i januar 1979. Foto: Per Løchen/nTB 5 T A"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230111_138_9_1","under vann i de opprinnelige planene for utbygging av Alta-vassdraget på 1970-tallet. jeg kjenner igjen fra mitt eget liv, sier"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230111_138_9_1","før hun blir engasjert i kampen mot utbyggingen av Alta-vassdraget. – Hvordan var det å spille i denne filmen? – Det"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20231019_121_243_1","MIKKEL BERG-NORDLIE Historiker og frivillig under Fosen-aksjonene Etter Alta-saken ble det etablert et nytt system for å håndtere forholdet"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20231019_121_243_1","Jeg fortalte om hvordan det gamle systemets store krise, Alta-saken (1968–1982), tvang fram et nytt system. Kronikk: 6000 tegn"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20231019_121_243_1","som knekket tilliten. I 1982 falt Høyesteretts dom i Altasaken: Utbygginga var lovlig. Folkeaksjonen mot utbygging ble"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20231019_121_243_1","Systemet for konfliktbehandling som var blitt etablert etter Altasaken, var nemlig basert på tillit. Tillit til at å få"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230320_0_67_1","tappe Finnmark kraftig for strøm. på sammen måte, som i Alta-saken er det det beiteland som nok en gang som skal"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230320_0_67_1","eget fylke under sterkt press. Sametinget ble opprettet etter Alta-saken. Det var et plaster på såret etter at samene tapte"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20230131_257_26_1","NTB. Hun mener det er for lav kunnskap både om Alta-saken, og hvordan ting stiller seg i dag, der samers rettigheter"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20230131_257_26_1","Ester i «Ellos eatnu – La elva leve», som skildrer Alta-saken – der samiske aksjonister også sultestreiket. FOTO: MER FILM"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20230131_257_26_1","dokumentarer i arbeidet med å sette seg inn i Altasaken, savnet han en mer personlig fortelling som sa noe"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20230131_257_26_1","var å være ung same og oppleve hvilke konflikter Altasaken rippet opp i. Jeg ble sterkt grepet Tirsdag 31. januar"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20230131_257_26_1","aksjoneneforegikk, og faren hans satt i styret for Folkeaksjonen mot utbyggingen. Da den prisbelønte filmskaperen leste bøker og"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20230131_257_26_1","I1978 vedtok Stortinget å bygge en demning i Alta-Kautokeinovassdraget, midti hjertet av Sápmi, uten å ta hensyn til"
"URN:NBN:no-nb_digavis_verdensgang_null_null_20230227_0_57_1","sider av Altaelva lenger enn hun kan huske. – Etter Alta-saken har to onkler og en bror av meg avviklet sin"
"URN:NBN:no-nb_digavis_verdensgang_null_null_20230227_0_57_1","Kautokeino, og om vinteren på fjellet med reinflokken. Siden Alta-saken har Siri og hennes familie opplevd stadig nye utbygginger"
"URN:NBN:no-nb_digavis_verdensgang_null_null_20230227_0_57_1","sider av Altaelva lenger enn hun kan huske. – Etter Alta-saken har to onkler og en bror av meg avviklet sin rein-"
"URN:NBN:no-nb_digavis_verdensgang_null_null_20230227_0_57_1","Siri forteller går tankene til den aktuelle filmatiseringen av Altaaksjonen, «La Elva Leve». 40 år senere er tematikken like"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20230302_257_52_1","februar for 41år siden, avsa høyesterett endelig dom i Alta-saken. Den gangen kom derimot høyesterett fram til motsatt konklusjon."
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20230302_257_52_1","aksjonister og en symbolsk okkupasjon av OED. 40 år etter Alta-saken er et nytt samisk folkeopprør mot en fortsatt nedbygging"
"URN:NBN:no-nb_digavis_sagat_null_null_20230117_67_12_1","Hætta Isaksen innehar hovedrollen. Filmen tar utgangspunkt i Alta-saken, og handler også om kampen om det å omfavne sin"
"URN:NBN:no-nb_digavis_sagat_null_null_20230117_67_12_1","vise denne filmen først, denne første store spillefilmen om Alta-saken, Máze og sultestreiken, det er en utrolig vakker tanke, og"
"URN:NBN:no-nb_digavis_sagat_null_null_20230117_67_12_1","a Ellen Turi Guttormsen var sentral under motstanden mot Alta-utbyggingen. – En fin gest Turi for tel ler at hans far"
"URN:NBN:no-nb_digavis_helgelendingen_null_null_20230310_93_40_1","Steinholt deltok i 1979 på den første vellykkede aksjonen i Alta-saken. På bildet sees han sittende i midten, under en"
"URN:NBN:no-nb_digavis_helgelendingen_null_null_20230310_93_40_1","skulle bygges. Konflikten mellom de ulike partene i Alta-saken pågikk over år. Motstanden tok utgangspunkt i både samiske"
"URN:NBN:no-nb_digavis_helgelendingen_null_null_20230310_93_40_1","til slutt betalte. til tross for omfattende motstand, ble Alta-demninga til slutt bygget, og sto ferdig i 1987. Saken fikk"
"URN:NBN:no-nb_digavis_helgelendingen_null_null_20230310_93_40_1","Magne Steinholt deltok i 1979 på den første vellykkede aksjonen i Alta-saken. På bildet sees han sittende i midten, under en"
"URN:NBN:no-nb_digavis_helgelendingen_null_null_20230310_93_40_1","veldig på at jeg måtte «Folkeaksjonen mot utbygging av Alta/Kautokeino-vassdraget» fikk etter hvert flere titalls tusen medlemmer. Det var"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230304_121_54_1","rundt 1980, da de ville demme opp Altaelva. Googler du Alta-saken, ser du at det handlet om sultestreik foran Stortinget,"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230304_121_54_1","marcio Jose sanchez/aP Ungdomsopprøret det går en linje fra alta-saken og stilla, til den stille markeringen foran slottet etter"
