"URN","Text"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190322_51_35_1","Finnmark Dagblad-journalist Svein Jørstad jobbet for politiet under Alta-aksjonen. Av Hanne Larsen hanne@altaposten.no – Jeg var forberedt på"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190322_51_35_1","din journalistiske integritet, da du jobbet for politiet under Altaaksjonen? – Integritet er ikke noe man selv har herredømme"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190322_51_35_1","tilbake til jobben som journalist. – Da den siste aksjonen i Stilla var, på høsten i 1981, jobbet jeg på Alta-kontoret"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190322_51_35_1","stafettpinnen. I1978 dannes Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget og 15.000 underskrifter samles inn lokalt. Ijanuar 1979 varsler"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190322_51_35_1","for å vise sin motstand mot utbygginga av Alta-Kautokeino-vassdraget. Men det som skjedde var at flyet ble sporløst"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","De tar eksamen i økonomi og ledelse – i Alta. Saken er at nettstudiene i økonomi og ledelse ved Handelshøgskolen"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","BARNA: Laila, Tone og Roger foreviget noen år før Alta-saken brøt løs. Laila (bak) husker godt da demonstrantene ble en"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","del av familien under den opphetede tiden. (Foto: Privat) ALTA-SAKEN | DEL 11 – Ferie med mening? Det ga meg en"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","Eriksen i Stilla drømmer seg tidvis tilbake til tiden før Alta-utbyggingen . Side 14-17 10. mai 2019 Nr.53. Årgang 51. Løssalg"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","Eriksen i Stilla drømmer seg tidvis tilbake til tiden før Alta-utbyggingen . Side 14-17 Uap_ Må ha mer plass North Adventure"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. I september 1979 stopper folkeaksjonens"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","forteller Kristian Mikkel. – Med tanke på at striden om Alta-utbygginga var så betent. Fikk dere på noen måte merke at"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","Gargia fjellstue til disposisjon for demonstrantene under Alta-aksjonen. Av Hanne Larsen hanne@altaposten.no – Joda, det føles godt,"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","forlagsredaktør og forfatter, Frithjof Funder, fra Oslo. – Alta-aksjonen ja, det var en meget forfriskende aksjon. Jeg husker"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","stolte over at Gargia fjellstue til disposisjon for demonstran- Alta-aksjonen. de tidligere opp- Bjørg og Ernst fjellstua demonstrerte"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","området rundt for de som demonstrerte mot utbygging av Alta-Kautokeinovassdraget. Selv om de drev fjellstuevirksomheten for Staten, stod"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","da han kom til Alta for å demonstrere mot at Alta-Kautokeinovassdraget ble lagt i rør. Selv om Funder i dag ser"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","et blunk, er lederen for Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget, Alfred Nilsen, intervjuet i Altaposten. Her uttaler han:"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","ned på et blunk, lederen for Folkeaksjonen mot utbygging Alta-Kautokeino-vassdraget, Alfred Nil- intervjuet i Altaposten. Her uttaler han: kommer"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","stafettpinnen. I 1978 dannes Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget og 15.000 underskrifter samles inn lokalt. I januar 1979"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","unngå misforståelser, bedyrer Olsen. Feil bilde i Alta-saken I serien om Alta-saken trykket vi i del 2 feil bilde. Det som"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","gått utover barna Frida og William. (Foto: Hanne Larsen) 20 ALTA-SAKEN | DEL 5 Knut Arvid Sætermo stod mellom barken og"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. Iseptember 1979 stopper folkeaksjonens"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","demonstrantene VG skrev onsdag 14. januar 1979 at demonstrantene i Stilla hadde støtte både fra Stockholm og København. I"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","ha blitt kontaktet av to professorer som var blant demonstrantene i Stilla, Nils Christie og Thomas Mathiesen, og bedt om å"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","i lag med Kripos og da husker jeg at minner fra Alta-aksjonen også kom frem. Så de to tingene er på en måte"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","studentene har knapt hørt om saken. Men politifaglig er Alta-aksjonen er av de virkelige store aksjonene, helt, ubetinget, sier"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","betydning for folket her. – Da jeg var her under Alta-aksjonen må jeg innrømme at jeg ikke skjønte hvor dypt dette"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","som uttalte at de ville være på torget så lenge aksjonen i Alta varte. Nattlige kjøreturer Henriksen skal før den store"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","god tone, sier Karlsen. Spesielt oppdrag Under den første aksjonen i Stilla, høsten 1979, var og Sten Karlsen med på"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","gå til sivil ulydighet for å unngå utbygging av Alta-Kautokeino-vassdraget. 17. september, på en nydelig høstdag, la en gruppe"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","stafettpinnen. I1978 dannes Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget og 15.000 underskrifter samles inn lokalt. Ijanuar 1979 varsler"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","meste har det vært 20 innom. (Foto: Jørn Losvar) 18 ALTA-SAKEN | DEL 6 FIKK KJØRT SEG: Trygve Andersen i komitéen"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","til Frp høsten 1981, på grunn av uoverensstemmelser etter Alta-saken. Andersen ble i 1982 valgt til formann i Finnmark"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","både motspil- Yngve. surrealistisk ikke hus- nok Utenfor mann ALTA-SAKEN | DEL 6 VISSTE DU AT: Trygve Andersen tok overgang"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","smiler Yngve. Støvet hadde fortsatt ikke lagt seg etter Altasaken, da bygda stod overfor et svært spennende kommunevalg. Høyre"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","politikken. – Det var jo en veldig skjerpet tid etter Altasaken. Pappa satt i Alta Høyre og var på vippen under"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","MA, SLF og VDO nå, og særlig i forhold til Alta-saka, driver noenlunde samme slags politikk som Vidkun Quisling"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","Til det svarer Aarøen: – Ja, det må nok bli Alta-saka. Den har vært ei utrivelig sak. Personlig har jeg fått"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","mot Alta sentrum. Han fortsetter den påbegynte kraftsalven: – Alta-utbyggingen var helt nødvendig for å skape det samfunnet vi har"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","ulykke i Finnmark, om man ikke kom i gang med Alta-utbyggingen. Denne påstanden var basert på rare forutsetninger, både om"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","Linjenettet har til en viss grad blitt bygget ut etter Alta-utbyggingen, men den store revolusjonen ventes å komme med"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","Andersen mener at det ikke bare var motstandssida i Altautbygginga, som ble utsatt for overvåking. – Under aksjonen opplevde"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","Andersen mener at det ikke bare var motstandssida i Altautbygginga, som ble ut- for overvåking. aksjonen opplevde jeg at ved"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","Kjepper i hjulene Mens Alta Arbeiderparti gikk imot utbygginga av Alta-Kautokeino-vassdraget, var fylkespartiet for. Dette var slettes ikke"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","fremskrittsparti. VISSTE DU AT: og det var også dette demonstrantene i Stilla fikk slengt etter seg. Harald Opgård fra Tverrelvdalen"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","dratt 22.02.2019 18 22.02.2019 og det var også dette demonstrantene i Stilla fikk slengt etter seg. Harald Opgård fra Tverrelvdalen"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","Trygve gikk i front for å stanse sivil ulydighet under Alta-aksjonen. Det fikk sønnen Yngve Andersen merke da han som"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","Trygve gikk i front for å stanse sivil ulydighet under Alta-aksjonen. Det fikk sønnen Yngve Ander- sen merke da han som"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","var leder av «Komiteen for orden og arbeid» under Alta-aksjonen. Av Hanne Larsen hanne@altaposten.no I 1980 var Yngve Andersen"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","hjulene Mens Alta Arbeiderparti gikk imot utbygginga av Alta-Kautokeino-vassdraget, var fylkespartiet for. Dette var slettes ikke oppsiktsvekkende,"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","stafettpinnen. I1978 dannes Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget og 15.000 underskrifter samles inn lokalt. Ijanuar 1979 varsler"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","sterke meninger rundt dette, det var jo mange år siden Alta-saken, men skjønte at det var en jobb hvor man kunne"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","kjenner til Alta-saken. – Når jeg er ute og reiser merker jeg det. Det er ikke tvil om at Alta-saken har satt"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","Borring, som hadde jobbet mye med disse spørsmålene under Altasaken. Sammen med Folkeaksjonen ga Mil- KRITISK: Jan Borring jobbet"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","innebære en selvransakelse i NVE av deres rolle i Altasaken. Vi er jo alle tjent med en god og faktabasert"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","– NVE har en stor del av ansvaret for at at Alta-utbyggingen ble gjennomført, og Alta-saken er ikke noe de kan"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","som mulig, som kunne få myndighetene til å skrinlegge Alta-utbyggingen, en gang for alle. – Den var en solid dokumentasjon"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","sentrale skikkelser, som på ulikt vis ble berørt av Alta-utbyggingen, gir nettutstillingen et interessant og spennende innblikk i"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","styringa med det mildt sagt omstridte kraftverket. – Da Alta-utbygginga satte i gang gikk jeg på barneskolen i Øvre Alta"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","Per Flatberg og Jan Borring tilgir ikke NVE for Alta-utbygginga. Av Hanne Larsen hanne@altaposten.no – NVE har en stor"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","i årene etter, sier Per Flatberg til Altaposten. Under Alta-aksjonen var Flatberg generalsekretær i Norges naturvernforbund og hans"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","de om Tømmeråsrapporten: «Når det gjelder dyrelivet langs Alta-Kautokeinovassdraget, har den såkalte Tømmeråsrapporten tilbakevist punkt for"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","sammenheng og at undersøkelsene i Sautso-området bekreftet at Alta-Kautokeino-vassdraget var landets mest verdifulle vassdrag, botanisk sett. Flatberg"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","stafettpinnen. I1978 dannes Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget og 15.000 underskrifter samles inn lokalt. Ijanuar 1979 varsler"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","eigne område som Bidjovagge Gruber og utbygging av Guovdageaidnu-Alta-vassdraget og indirekte gjennom inngrep i sommarbeiteland, gjennom"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","år etter forteller Alfred Nilsen om livet under og etter Alta-saken. Tårene presser seg frem når han forteller om det"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","år etter forteller Alfred Nilsen om livet under og etter Alta-saken. Tårene presser seg frem når han for- teller om det"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","lyst å snakke med de som hadde vært direkte involvert. Alta-saken forente ulike interessegrupper, elveforkjempere, naturvernere og"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","betente og mest profilerte nyhetssaken i Altas historie. – Altasaken har fulgt meg siden jeg var jentunge. Som daling var"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. Iseptember 1979 stopper folkeaksjonens"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","dagens avis intervjuet høvdingen for motstandskampen mot utbyggingen av Alta/Kautokeino-vassdraget, Alfred Nilsen. – Jeg husker at bygda var"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","Det er i år 40 år siden kraftkampen mot utbygginga av Alta-Kautokeinovassdraget braket løs. Alfred Nilsen ble hyllet for sitt"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","Få med deg første del av Altapostens nye serie om Alta-aksjonen. Side 21-24 www.altaposten.no – Tipstelefon 78 45 67 00"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","Få med deg første del av Altapostens nye serie om Alta-aksjonen. Side 21-24 UM J ten igq %y Oppvokst med ADHD"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","flere bøker om emnet og det har vært bruddstykker fra Alta-aksjonen i media opp gjennom årene, er det lenge siden jeg"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","«innsida» Alfred Nilsen (86) skriver med egne ord om Altaaksjonen. Av Hanne Larsen hanne@altaposten.no Den profilerte lederen av"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","i år 40 år siden kraftkampen mot utbygginga av Alta-Kautokeinovassdraget braket løs. Alfred Nilsen ble hyllet for sitt milde,"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","hanne@altaposten.no 40 år etter kampen mot kraftutbygginga av Alta-Kautokeinovassdraget henger Alfred Nilsens identitet fortsatt tett sammen med hans"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","avis intervjuet høvdingen for motstandskampen mot utbyggingen av Alta/Kautokeino-vassdraget, Alfred Nilsen. – Jeg husker at bygda var delt i"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","Trolig er det allerede mange politikere som har plassert Alta-Kautokeino-vassdraget og Jotunheimen på hver sin vektskål, mens de funderer"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","stafettpinnen. I1978 dannes Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget og 15.000 underskrifter samles inn lokalt. Ijanuar 1979 varsler"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","slitsomme år, men angrer ikke på sprengingen av Somby-brua. Alta-saken del 4, side 12-16 Stengt kantine Elevene på yrkesfag krever"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","til syv samiske ungdommer fra Finnmark. – For meg har Alta-saken vært helt fantastisk og en av de største opplevelsene"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","hos min tante og tenkte på det vi hadde snakket om. ALTA-SAKEN | DEL 4 SKAPTE FURORE: De samiske ungdommene fra Finnmark"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. Iseptember 1979 stopper folkeaksjonens"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","Eidsvolls plass, var radikalt. De som var for utbygginga av Alta-Kautokeinovassdraget, mente det samiske stuntet var forkastelig, og mange"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","at reineiernes advokater skulle klare å stanse utbygginga av Alta-Kautokeino-vassdraget. – Jeg var ung og under press, og det"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","Karlsen og Svein Tore Nilsen forteller om sine roller under Alta-aksjonen. NESTE UKE: Somby, før han mildt legger til: – Men"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","organisasjoner, skrevet barnebøker og skrevet boka «Brua», om aksjonen i Stilla. – Men den er kun utgitt på samisk, sier den"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","plass, var radikalt. De som var for utbygginga av Alta-Kautokeinovassdraget, mente det samiske stuntet var forkastelig, og mange"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","reineiernes advokater skulle klare å stanse utbygginga av Alta-Kautokeino-vassdraget. – Jeg var ung og under press, og det er lett"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","stafettpinnen. I1978 dannes Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget og 15.000 underskrifter samles inn lokalt. Ijanuar 1979 varsler"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","meg var det ordentlig villmark. I Sandia var det spor ALTA-SAKEN | DEL 3 Av Hanne Larsen hanne@altaposten.no etter både bjørn"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","OG IDEALISTISK: Otto Erik Aas var student i Tromsø da Alta-saken raste i hjembygda. SV-politikeren var mange turer hjemom i"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","Harald Opgård sier i dag at han i mange år etter Alta-saken måtte lide for det standpunktet han hadde tatt. – Det"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","Harald Opgård føler at han ble en huggstabbe i Altasaken. Av Hanne Larsen hanne@altaposten.no – Jeg hadde selvfølgelig"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. I september 1979 stopper folkeaksjonens"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","nyfødtfotografe- ring, noe hun har mye av. (Foto: Privat) 18 Alta-utbygginga delte den lille bygda Tverrelvdalen i to. – Det var"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","av ungdommene som var involvert i aksjonene mot demonstrantene i Stilla. 40 år senere mener han både han og bygda har"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","takket ja til å la seg intervjue om sin rolle under Alta-aksjonen, og det er en tydelig rørt 79-åring vi treffer hjemme"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","gjort i kampens hete. Av Hanne Larsen hanne@altaposten.no – Alta-aksjonen, ja. Den har jeg lagt det bak meg. Det var et"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","16 og 17 Harald Opgård forteller om bitter tid etter Altaaksjonen. Grandiosa og BigOne pizza stort utvalg, 355-1000g Tilbudene"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","stafettpinnen. I 1978 dannes Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget og 15.000 underskrifter samles inn lokalt. I januar 1979"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","både om Altasaken og andre ting. (Foto Leif Gabrielsen) ALTA-SAKEN | DEL 10 LAGDE SLAGORDENE: Ellen Anne O. Hætta var"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","mene om det, så førte Dallands kunnskap og interesse for Alta-saken, til at avisa med sine små ressurser ble en pioner"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","sin egen kommunal- lille same- 400 inn- vannkraftut- forslaget ALTA-SAKEN | DEL 10 Maze i 1970, da bygda reiste seg i"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","frilans og skrevet blant annet en rekke bøker både om Altasaken og andre ting. (Foto Leif Gabrielsen) ALTA-SAKEN | DEL"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. I september 1979 stopper folkeaksjonens"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","gjennom å rasere Masi. Det ble heldigvis begrenset til Altautbyggingen, selv om Gro Harlem Brundtland og Ap etter beste evne"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","tildels ødelagt var også forbitret. For samer generelt ble Alta-utbygginga starten på et nytt kapittel, der samiske rettigheter endelig"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","i 2012. Guttormsen var aktiv i kampen mot utbygginga av Alta-Kautokeinovassdraget, blant annet var han med på å danne"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","ståsted. Altaposten var hele veien imot utbygging av Alta-Kautokeinovassdraget , noe som både kom til utrykk på lederplass"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","Joatka ut av planene, stod vedtaket om å bygge ut Alta-Kautokeinovassdraget, med en neddemming av Virdnejavri fast. I 1987"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","Guttormsen var aktiv i kampen mot utbygginga av Alta-Kautokeinovassdraget, blant annet var han med på å danne aksjonsutvalget"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","stafettpinnen. I 1978 dannes Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget og 15.000 underskrifter samles inn lokalt. I januar 1979"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","på den man ikke finner andre stedor. SIDE 2 20 ALTA-SAKEN | DEL 2 PUST I BAKKEN: Svein Suhr tar seg en"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","vært hyret inn som foredragsholder av NVE, om nettopp Alta-saken. Datidens kjendiser – Vi fikk jo mange venner, Per"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","Dem tok av sjela Flatberg, som levende. Blant foredrags- Alta-saken. BITTER: Svein Suhr innrømmer at ut. Elva har han brukt"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","GAMLE AVISER: Avisene i Norge flommet over av saker om Alta-utbyggingen. Særlig hett var det i tidsrommet 1979 til 1981. Svein"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. Iseptember 1979 stopper folkeaksjonens"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","23 GAMLE AVISER: Avisene i Norge flommet av saker om Alta-utbyggingen. Særlig det i tidsrommet 1979 til 1981. Svein har vare"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","og mange av dem er utrolig godt informert om Alta-utbygginga og det som skjedde her. De er helt hoderystende"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","tro det Suhr var nestleder av folkeaksjonen mot utbyggingen av Alta-Kautokeinovassdraget, NATURVERNEREN: Per Flatberg var generalsekretær i"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","Kunne ikke tro det Suhr var nestleder av folkeaksjonen mot utbyggingen av Alta-Kautokeinovassdraget, NATURVERNEREN: Per Flatberg var"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","Suhr var nestleder av folkeaksjonen mot utbyggingen av Alta-Kautokeinovassdraget, NATURVERNEREN: Per Flatberg var generalsekretær i Norges"
"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","stafettpinnen. I1978 dannes Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget og 15.000 underskrifter samles inn lokalt. Ijanuar 1979 varsler"
"URN:NBN:no-nb_digavis_fiskeribladettjue_null_null_20190731_12_86_1","til følge i statsråd, eller hos Esa. – Ligner på Alta-saken – Da starter en ny kamp som retter seg mot å"
"URN:NBN:no-nb_digavis_fiskeribladettjue_null_null_20190731_12_86_1","videre at kampen mot gruvedriften i Repparfjorden ligner på Alta-saken der politikerne trasset fram utbyggingen og en del av"
